DEP,PROV,DIST,n_puntos,poblacion_total,tiempo_medio_simple_min,tiempo_mediana_min,tiempo_medio_ponderado_min,indice_ruralidad_pct
CUSCO,CHUMBIVILCAS,VELILLE,28,6376.0,50.79017436871017,48.43262884166444,49.08251120283739,50.39209535759097
CUSCO,CUSCO,CCORCA,13,3379.0,23.36349799463777,21.782616022559903,22.959772197995566,84.69961527079018
CUSCO,CUSCO,CUSCO,27,104801.0,8.05503712417362,8.2135394602282,2.1805666236566483,1.707998969475482
CUSCO,CUSCO,POROY,13,2334.0,13.672747464812634,13.687721337870723,13.616925222734395,54.62724935732648
CUSCO,CUSCO,SAN JERONIMO,16,1202.0,6.693747768665697,5.424138106816921,9.16093741057747,100.0
CUSCO,CUSCO,SAN SEBASTIAN,9,55393.0,6.567464292610345,6.89383286789863,0.7748256582646186,2.5707219323741266
CUSCO,CUSCO,SANTIAGO,13,3473.0,12.785110835672729,13.798494934224275,10.758689706049498,100.0
CUSCO,CUSCO,SAYLLA,5,1010.0,13.719616666477043,14.519119160752,14.448322936733968,9.108910891089108
CUSCO,CUSCO,WANCHAQ,1,53122.0,0.6545895592538788,0.6545895592538788,0.6545895592538788,0.0
CUSCO,ESPINAR,ALTO PICHIGUA,47,1844.0,36.772982466595884,32.898730577315085,36.05943224838721,100.0
CUSCO,ESPINAR,CONDOROMA,49,798.0,140.3409229065769,141.67193422583262,139.1596876812942,100.0
CUSCO,ESPINAR,COPORAQUE,70,11135.0,44.46890190665789,42.67146057766692,43.01073168428509,97.35069600359228
CUSCO,ESPINAR,ESPINAR,104,13917.0,26.643808037499348,22.742650503279375,27.4246642279943,100.0
CUSCO,ESPINAR,OCORURO,66,1258.0,88.08915359989534,88.4455583112978,81.26429187144377,100.0
CUSCO,ESPINAR,PALLPATA,19,3940.0,65.4529043806459,60.238360194772234,71.02015886310019,100.0
CUSCO,ESPINAR,PICHIGUA,39,2561.0,31.486056942232253,32.29931986212618,29.15895969933171,82.46778602108552
CUSCO,ESPINAR,SUYCKUTAMBO,42,865.0,71.96549806025506,70.2635748657277,70.43938361969496,100.0
CUSCO,LA CONVENCION,ECHARATE,143,27412.0,104.79912539848544,89.89039966027475,108.49506551968986,86.52415000729607
CUSCO,LA CONVENCION,HUAYOPATA,38,4205.0,56.40712018362465,45.122479870590055,46.27627437231052,89.58382877526753
CUSCO,LA CONVENCION,KIMBIRI,31,7578.0,39.378098200118714,29.846158708909776,31.559996653088746,70.58590657165479
CUSCO,LA CONVENCION,MARANURA,27,4436.0,19.026705675319278,21.4724941984069,18.7495827539368,74.90982867448152
CUSCO,LA CONVENCION,OCOBAMBA,31,4203.0,69.49690600975767,73.43801370888305,66.19610833527159,90.8160837497026
CUSCO,LA CONVENCION,PICHARI,30,7758.0,57.83673376797647,54.158798506786546,40.98500674703251,58.0046403712297
CUSCO,LA CONVENCION,QUELLOUNO,55,9757.0,94.65500664434995,90.91319825352475,87.15935882854365,82.95582658604079
CUSCO,LA CONVENCION,SANTA ANA,41,6163.0,12.30602081783193,12.627044840665404,11.32043156753921,100.0
CUSCO,LA CONVENCION,SANTA TERESA,64,5733.0,70.96404102635003,66.18931056626644,65.60811614887933,74.60317460317461
CUSCO,LA CONVENCION,VILCABAMBA,120,7021.0,100.27682363188806,86.17180371832757,109.10063246404705,100.0
CUSCO,PARURO,ACCHA,27,3398.0,103.72807627658493,101.98860653590454,102.21991791494281,38.55208946439082
CUSCO,PARURO,CCAPI,19,1546.0,76.26881755930378,71.33225249787378,79.47561330888763,100.0
CUSCO,PARURO,COLCHA,10,2600.0,73.79927401952355,71.76586140609558,74.73063401691617,7.5
CUSCO,PARURO,HUANOQUITE,35,4181.0,41.86306164457524,41.29497946987581,40.47934063181126,75.84309973690505
CUSCO,PARURO,OMACHA,28,4047.0,101.37621146371013,102.22244125368604,101.68212528604604,73.78304917222634
CUSCO,PARURO,PACCARITAMBO,20,1046.0,51.16750272704999,51.623522416996806,53.30683747892477,77.151051625239
CUSCO,PARURO,PARURO,31,3781.0,45.75033402742105,43.84487954348897,48.53204760458367,29.172176672837875
CUSCO,PARURO,PILLPINTO,12,2045.0,105.01688512758295,105.65586269368622,98.43469213904189,7.041564792176039
CUSCO,PARURO,YAURISQUE,17,2014.0,27.496529402928594,30.17768049074929,26.400594875899127,68.02383316782522
CUSCO,PAUCARTAMBO,CAICAY,7,1811.0,44.423217065986584,40.361551193422144,44.185213332466915,44.450579790171176
CUSCO,PAUCARTAMBO,CHALLABAMBA,30,5919.0,108.6904833197431,109.29688138836948,103.58071013076982,88.24125696908261
CUSCO,PAUCARTAMBO,COLQUEPATA,26,6283.0,66.26065707908319,64.20098261739747,64.85435306393457,88.57233805506924
CUSCO,PAUCARTAMBO,HUANCARANI,12,4563.0,54.6852387846524,51.413908803005114,55.99945873839538,70.45803199649353
CUSCO,PAUCARTAMBO,KOSÐIPATA,32,2622.0,157.80281228529185,160.19685466555512,163.60796567528814,53.0511060259344
CUSCO,PAUCARTAMBO,PAUCARTAMBO,42,10476.0,94.82633339392632,89.53073247845637,89.8311447539291,58.12332951508209
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,16,1730.0,53.14447549347852,52.3429052712796,52.34683520558815,63.410404624277454
CUSCO,QUISPICANCHI,CAMANTI,35,1721.0,270.7938120413141,276.9983709645136,271.5359178336933,42.41719930273097
CUSCO,QUISPICANCHI,CCARHUAYO,21,2327.0,120.20285830556713,122.35892019794855,114.17201392334586,100.0
CUSCO,QUISPICANCHI,CCATCA,47,8097.0,85.0067030591998,85.49505660198567,83.38750806586864,84.19167592935655
CUSCO,QUISPICANCHI,CUSIPATA,19,3704.0,104.05752696451414,104.27753680306196,104.29490900205843,53.779697624190064
CUSCO,QUISPICANCHI,HUARO,14,4007.0,67.98595072327545,64.7914435907078,64.45859943053253,31.769403543798354
CUSCO,QUISPICANCHI,LUCRE,13,4651.0,39.48421216615055,38.94152957593296,39.069972479558345,14.190496667383359
CUSCO,QUISPICANCHI,MARCAPATA,56,3259.0,164.5796843703485,163.62440776655112,165.13851257715643,80.94507517643449
CUSCO,QUISPICANCHI,OCONGATE,22,6645.0,123.31687028823472,122.1213792519133,123.82518453136251,100.0
CUSCO,QUISPICANCHI,OROPESA,16,6445.0,22.0956720738456,21.83531733405822,24.695712248726235,11.714507370054307
CUSCO,QUISPICANCHI,QUIQUIJANA,21,10004.0,99.77807211832277,99.35847919889709,101.21126329161665,75.34986005597762
CUSCO,QUISPICANCHI,URCOS,17,9526.0,70.1127589772077,69.53333708575818,68.71079190306816,29.949611589334452
CUSCO,URUBAMBA,CHINCHERO,20,7562.0,32.1381821576969,33.56610270134378,32.64051742517525,56.73102353874636
CUSCO,URUBAMBA,HUAYLLABAMBA,14,3957.0,46.573418480901736,47.153592645513115,46.495697155269895,100.0
CUSCO,URUBAMBA,MACHUPICCHU,16,502.0,93.7493696205709,98.79957619224189,100.10779357055974,100.0
CUSCO,URUBAMBA,MARAS,21,6681.0,56.678879636606034,54.64851594505206,58.01374235292525,61.57760814249364
CUSCO,URUBAMBA,OLLANTAYTAMBO,31,7098.0,95.76762355678106,95.78639427271905,93.69364213672023,67.08932093547479
CUSCO,URUBAMBA,URUBAMBA,23,13731.0,67.32907344154573,64.54394122081607,61.23993242830188,16.422693176025053
CUSCO,URUBAMBA,YUCAY,8,129.0,53.52994742091135,53.31285336276848,53.393918240542746,100.0
ICA,CHINCHA,ALTO LARAN,30,3674.0,31.263646420639763,29.614339225038854,15.859851044092549,33.96842678279804
ICA,CHINCHA,CHAVIN,28,734.0,86.38474899830462,90.66507700132675,90.94381852040567,56.81198910081744
ICA,CHINCHA,CHINCHA ALTA,1,63656.0,0.957215683057823,0.957215683057823,0.957215683057823,0.0
ICA,CHINCHA,CHINCHA BAJA,26,8260.0,17.933762031414002,16.107573862688483,14.994839572597757,40.738498789346245
ICA,CHINCHA,EL CARMEN,21,7648.0,27.175356804310677,26.886852712108674,25.50518283543108,41.71025104602511
ICA,CHINCHA,GROCIO PRADO,19,17175.0,29.7482635665826,34.11649462416397,8.016391798182894,2.905385735080058
ICA,CHINCHA,PUEBLO NUEVO,1,57339.0,0.6835259438049867,0.6835259438049867,0.6835259438049867,0.0
ICA,CHINCHA,SAN JUAN DE YANAC,19,648.0,75.94873153944722,79.01172314749867,82.61390470391123,50.30864197530864
ICA,CHINCHA,SAN PEDRO DE HUACARPANA,16,1158.0,116.19739372337354,112.78417499206273,119.46759678290792,63.73056994818653
ICA,CHINCHA,SUNAMPE,5,1345.0,8.224449055697495,8.401438343144315,7.860884354244923,100.0
ICA,CHINCHA,TAMBO DE MORA,12,418.0,16.196607449502448,16.987923900686038,16.028641894317474,100.0
ICA,ICA,ICA,10,133675.0,10.32116336800983,12.014164360283484,0.41383304072765276,0.3321488685244062
ICA,ICA,LA TINGUIÐA,17,2093.0,11.821587161879078,11.402214802646132,13.44180479676842,100.0
ICA,ICA,LOS AQUIJES,16,14965.0,7.754375047700228,7.79476005648954,8.675246677452686,7.724690945539592
ICA,ICA,OCUCAJE,10,2382.0,82.885409638459,68.16793358106571,68.37635717209406,43.6607892527288
ICA,ICA,PACHACUTEC,14,516.0,22.592681732769506,22.599646852459678,22.929009754935,100.0
ICA,ICA,PARCONA,12,32917.0,5.171092380129759,5.047950024080212,5.98957747862862,3.587811768994744
ICA,ICA,PUEBLO NUEVO,13,3305.0,11.24624326531218,11.106842518355684,11.993955680675889,49.89409984871407
ICA,ICA,SALAS,42,13958.0,44.872041399034956,48.08121189531441,20.5966003870308,3.854420404069351
ICA,ICA,SAN JOSE DE LOS MOLINOS,20,2846.0,34.11779560285717,32.58555980614551,30.39083121708423,30.428671820098383
ICA,ICA,SAN JUAN BAUTISTA,25,3506.0,15.225095380496768,13.94984094215479,15.059379988455404,29.007415858528237
ICA,ICA,SANTIAGO,23,17053.0,37.735189889309865,35.76669766371983,33.012287036895984,19.761918723978187
ICA,ICA,SUBTANJALLA,3,21221.0,10.393401706636558,11.060027745271597,11.005880928386036,2.5305122284529475
ICA,ICA,TATE,4,2622.0,18.1996496191726,18.842685476639318,18.530189248367314,2.669717772692601
ICA,ICA,YAUCA DEL ROSARIO,17,1951.0,77.34730744892016,80.18349571746019,73.13648049419572,93.08047155304972
ICA,NAZCA,CHANGUILLO,15,2742.0,48.28938937369623,36.42228924743786,41.791609788636094,59.44566010211524
ICA,NAZCA,EL INGENIO,22,952.0,42.80541042188358,41.670380648034296,39.38863230409076,100.0
ICA,NAZCA,MARCONA,5,17299.0,114.60342693398607,120.60564225841793,134.81346787888558,0.08671021446326377
ICA,NAZCA,NAZCA,39,30310.0,21.490921882118172,17.009652079287253,2.6560664344819607,10.656548993731441
ICA,NAZCA,VISTA ALEGRE,15,1761.0,32.639476525486245,27.08960072964515,31.05520398731921,100.0
ICA,PALPA,LLIPATA,6,874.0,11.808729221477288,10.864444012988713,11.715826536712456,41.76201372997712
ICA,PALPA,PALPA,27,9669.0,8.242392090617898,4.741794098373442,2.7764199361530206,12.338401075602441
ICA,PALPA,RIO GRANDE,17,1222.0,41.68175688432528,43.142681720490074,30.73775639513486,100.0
ICA,PALPA,SANTA CRUZ,16,775.0,26.600947430477813,22.529378366120035,20.43219138004934,92.12903225806451
ICA,PALPA,TIBILLO,14,199.0,95.40565068842334,96.77284300159629,95.77850415656339,100.0
ICA,PISCO,HUANCANO,23,1081.0,117.16594997946144,113.07345202958749,116.30362916859964,54.20906567992599
ICA,PISCO,HUMAY,21,4597.0,60.670168736113204,59.441755846197296,54.605344352556116,30.063084620404613
ICA,PISCO,INDEPENDENCIA,17,5184.0,37.757146393766796,38.94063417657201,40.381736170865445,85.9375
ICA,PISCO,PARACAS,10,1669.0,39.01243027430622,33.67059515518572,37.781183294034925,46.43499101258239
ICA,PISCO,PISCO,8,4413.0,5.653570568345509,5.316384890263047,7.088554327225388,7.8857919782460915
ICA,PISCO,SAN ANDRES,16,15264.0,16.228568115979694,12.107762156853191,8.77671766169123,8.824685534591195
ICA,PISCO,SAN CLEMENTE,12,17939.0,19.164274368434594,19.40267683168817,9.40892942750805,3.004626790791014
ICA,PISCO,TUPAC AMARU INCA,5,172.0,12.405276308677582,13.71023429836081,9.525091414362198,100.0
LORETO,ALTO AMAZONAS,BALSAPUERTO,48,8846.0,92.7157022466089,88.21726996435723,98.89824740999516,100.0
LORETO,ALTO AMAZONAS,BARRANCA,28,8934.0,305.29914190895533,310.8936016434967,283.4125795045194,35.224983210208194
LORETO,ALTO AMAZONAS,CAHUAPANAS,24,3662.0,237.25098040750206,242.88142325999934,235.25823516750938,86.23702894593119
LORETO,ALTO AMAZONAS,JEBEROS,16,2057.0,174.0788905571158,166.21143251301615,181.63871469068903,100.0
LORETO,ALTO AMAZONAS,LAGUNAS,26,10611.0,229.63365645823856,223.88080018906697,199.29280039609048,29.733295636603525
LORETO,ALTO AMAZONAS,MANSERICHE,22,3572.0,428.1663418798398,419.85095124068886,430.8701471407252,84.37849944008958
LORETO,ALTO AMAZONAS,MORONA,28,5126.0,539.6366420444826,528.390181532787,509.2613059327873,88.8412017167382
LORETO,ALTO AMAZONAS,PASTAZA,62,8604.0,479.3209217281905,499.9594281341513,428.30829400600885,94.32821943282194
LORETO,ALTO AMAZONAS,SANTA CRUZ,17,3590.0,90.55729618893368,95.06543175545443,88.75927003440765,100.0
LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,14,3289.0,61.08355177489937,65.98191026555213,61.26384075928671,62.29857099422317
LORETO,ALTO AMAZONAS,YURIMAGUAS,70,50516.0,30.99689816841568,27.00467191121956,9.58107775723106,19.290917729036344
LORETO,LORETO,NAUTA,57,22916.0,215.34837913243146,223.6526223473805,195.64547716429158,46.613719671845
LORETO,LORETO,PARINARI,12,4801.0,318.46601530992695,329.95722957268396,319.28981945672217,70.33951260154134
LORETO,LORETO,TIGRE,23,5311.0,328.32963047476886,301.557010650249,351.2884417241421,72.3780832234984
LORETO,LORETO,TROMPETEROS,18,3564.0,454.594165104686,483.217068580781,432.43414351555987,100.0
LORETO,LORETO,URARINAS,44,8764.0,373.3433649294822,388.3589781167274,364.13784385170953,89.00045641259699
LORETO,MARISCAL RAMON CASTILLA,PEBAS,38,8772.0,320.81152607650256,327.2433213298917,336.7919984582946,71.51162790697674
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,43,10946.0,635.9309908114882,628.6491863948835,651.296216397636,65.98757536999817
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,24,10154.0,467.89957148935156,459.12430029093787,450.6326075040429,81.20937561552098
LORETO,MARISCAL RAMON CASTILLA,YAVARI,23,2298.0,643.6174441345258,658.0630612308747,655.9584623218302,78.93820713664056
LORETO,MAYNAS,ALTO NANAY,31,2040.0,158.05626914517035,144.4948379347317,116.16148533454164,100.0
LORETO,MAYNAS,BELEN,34,7078.0,19.032837065026076,19.04131386953614,16.639213988643533,100.0
LORETO,MAYNAS,FERNANDO LORES,72,20883.0,85.04354841583553,85.81108786494495,76.21590147036103,77.09620265287555
LORETO,MAYNAS,INDIANA,29,10473.0,89.48593413682217,93.4289119803605,80.59344057650091,70.93478468442662
LORETO,MAYNAS,IQUITOS,10,167536.0,31.888958671950085,23.5294606009575,2.756125497148537,1.7512653996752936
LORETO,MAYNAS,LAS AMAZONAS,37,8760.0,166.30626084010487,156.17410508197537,163.76529938541174,74.0068493150685
LORETO,MAYNAS,MAZAN,41,7546.0,93.49222310180966,88.24357922611905,94.71089149839095,100.0
LORETO,MAYNAS,NAPO,43,6712.0,107.199765178659,102.46216415924223,94.59457754178642,100.0
LORETO,MAYNAS,PUNCHANA,34,5142.0,34.27304521374353,30.486106702977338,29.282140957068663,100.0
LORETO,MAYNAS,PUTUMAYO,52,3219.0,413.0466421429177,411.94340377756237,464.79775052900607,100.0
LORETO,MAYNAS,SAN JUAN BAUTISTA,39,9599.0,60.19734610340441,66.60987296754973,49.46484179110926,89.60308365454735
LORETO,MAYNAS,TORRES CAUSANA,13,2996.0,358.6051848568792,317.275778795563,334.2292195550796,100.0
LORETO,REQUENA,ALTO TAPICHE,10,1548.0,235.3281010562303,214.15303428203583,299.6652348827443,51.55038759689923
LORETO,REQUENA,CAPELO,6,3376.0,412.8620637614551,407.7385190435806,418.97286920128283,45.40876777251185
LORETO,REQUENA,EMILIO SAN MARTIN,17,4546.0,385.2438319004101,394.41677415235364,400.2888087745535,73.55917289925209
LORETO,REQUENA,JENARO HERRERA,8,4475.0,277.3181246862046,280.34574902698,278.093037047674,30.99441340782123
LORETO,REQUENA,MAQUIA,30,6474.0,333.8328016963842,340.24776066160257,339.8565016501338,66.0333642261353
LORETO,REQUENA,PUINAHUA,11,2734.0,402.7065013916601,407.11562506063547,413.75174928468493,58.4491587417703
LORETO,REQUENA,REQUENA,23,3867.0,364.1477948681275,365.4922573591173,362.48508485274186,100.0
LORETO,REQUENA,SAQUENA,9,3064.0,219.33048312531358,219.01378551035435,224.22676658814026,67.62402088772846
LORETO,REQUENA,SOPLIN,4,477.0,408.18609462458767,417.8880288704985,414.50567640325914,57.44234800838574
LORETO,REQUENA,TAPICHE,6,1550.0,405.7390051917389,398.95316673244656,417.54605020615304,67.6774193548387
LORETO,REQUENA,YAQUERANA,8,1338.0,379.6772195076979,347.06111552322557,384.8046576877298,51.94319880418535
LORETO,UCAYALI,CONTAMANA,42,16134.0,66.40174454033729,38.65921254926914,34.525957196584635,38.89302094954754
LORETO,UCAYALI,INAHUAYA,4,2025.0,84.19533612254453,82.4725783266258,81.91458262684893,31.80246913580247
LORETO,UCAYALI,PADRE MARQUEZ,13,2898.0,128.59025222055638,130.27896624120615,126.80445755006103,100.0
LORETO,UCAYALI,PAMPA HERMOSA,9,2940.0,85.93945914920263,76.2597252951201,81.81764659035234,78.16326530612245
LORETO,UCAYALI,SARAYACU,35,8058.0,232.31472471489602,233.4675567743128,229.99966415116523,76.23479771655498
LORETO,UCAYALI,VARGAS GUERRA,9,6637.0,116.90961722915443,124.20632415327623,110.25619222253326,19.014615036914268
